bottom_lip_x,bottom_lip_y,chin_x,chin_y,left_eye_x,left_eye_y,left_eyebrow_x,left_eyebrow_y,nose_bridge_x,nose_bridge_y,nose_tip_x,nose_tip_y,right_eye_x,right_eye_y,right_eyebrow_x,right_eyebrow_y,top_lip_x,top_lip_y,Output
89,160.25,89.64705882,152.3529412,67.5,113.5,64.4,99.8,87.75,126.5,87.8,144.4,109.6666667,114.3333333,112.6,101,88.91666667,151.4166667,0
89.66666667,158.6666667,86.82352941,158.6470588,68.16666667,113.5,64,98.6,90.25,117,90.2,133.8,108,113.1666667,109.8,98.4,89.66666667,146,0
88.41666667,155.25,91.52941176,154.2941176,69.16666667,113.5,65,100.4,87,120.75,87.4,139.2,108.3333333,112.8333333,111.4,99.6,88.41666667,151.3333333,0
89.41666667,157.5,82.58823529,147.3529412,70,113.8333333,68.8,102.4,93.5,125,92,141.6,108.3333333,112.6666667,111.6,101.8,89.5,153.0833333,0
88.58333333,155.8333333,89.64705882,151.1176471,67.66666667,113,64,102.8,87.25,125.5,88,142.6,109,113.1666667,112.4,102,88.58333333,153.75,1
89.83333333,155.9166667,84.47058824,152.0588235,70.83333333,110.8333333,68.6,96.2,92.25,119.25,91.2,136.2,107.1666667,112.5,108.8,99.2,90.33333333,148.5833333,0
89.16666667,154.25,85,150.6470588,68.5,112.8333333,65.2,99.6,91,121.75,90.4,138,108,113.6666667,112.6,101.4,89.08333333,150.3333333,0
89.16666667,157.0833333,90.82352941,152.5882353,68.83333333,113,66,105.2,87.5,124.5,87.8,141.6,107.5,113.3333333,109.8,105,88.91666667,153.4166667,0
88.91666667,157.6666667,90.17647059,155.4117647,69.83333333,113.3333333,66,103.4,89,123,89.4,140.4,108.3333333,112.3333333,112.4,101.6,89.08333333,152.3333333,1
88.58333333,155.6666667,87.88235294,145.0588235,69.5,112,67.8,102.2,88.5,123.75,88,140.4,107.6666667,112.1666667,109.4,102.6,88.25,151.0833333,0
86.5,157.25,91.41176471,156.0588235,67.16666667,113,61.6,102.4,84.5,123.25,84.6,139.8,109,113.8333333,112.8,100.4,86.58333333,150.1666667,0
86.33333333,158.9166667,94.23529412,154.0588235,70,112.3333333,67.6,104.8,83.5,126.5,84.4,143.4,107.8333333,112.8333333,109,105.2,86.33333333,153.5833333,1
90,154.4166667,82.35294118,152.7647059,69.33333333,112.1666667,67.6,102,91,119.5,90,138.4,105.8333333,111.5,107.2,101.8,89.58333333,151.4166667,1
88.25,157.3333333,88.17647059,150.1176471,70.5,113.1666667,68.4,101.8,89,122.5,88.6,139.4,106.8333333,112.6666667,109.6,99.6,88.41666667,151.8333333,0
88.08333333,155.1666667,87,149.2941176,70.16666667,113.1666667,68.4,105.6,89,123.5,89,139.8,105.8333333,113.1666667,108.4,105.8,88.16666667,151.3333333,1
88.25,154.25,91.17647059,154.6470588,68.83333333,113,64.6,103,87,122,87.6,139,109,113,112,102,88.33333333,151,0
87.5,155.25,88.76470588,143.5882353,69.83333333,111.8333333,67.8,102,86.5,127.75,86.8,143.8,106.1666667,113.1666667,108,104.2,87.66666667,152.4166667,0
85.33333333,160.5,95.41176471,156.0588235,68.5,111.6666667,64.4,100,80.5,125.5,81.2,145.2,107.1666667,112.8333333,107.4,101.4,85,152.4166667,0
90.91666667,161,85.94117647,152.5882353,69.16666667,113,67.4,104.8,95.75,130.75,95.2,147.8,109.3333333,111.8333333,113,103.6,91.25,153.6666667,1
90.25,157.5833333,79.64705882,149.2941176,71.5,114.1666667,70.2,103.6,94.5,126.75,92.4,143.2,107.3333333,111.6666667,111.2,101.6,90.08333333,153.8333333,0
88.75,155.0833333,89.58823529,148.5882353,69.5,110.8333333,65,102.4,88,125,88,141.6,108.3333333,111.3333333,111.2,102,89.25,152,1
90.33333333,162.25,83.94117647,154,70,114,67.2,103.6,95.5,128,94.2,145.4,110.8333333,112.1666667,114.2,101.4,90.5,154,1
85.08333333,159.5,100.1176471,151.4705882,73,111.6666667,69.4,98.8,80,123.75,81.6,140.6,105.1666667,113.6666667,107,101.2,84.66666667,153.25,1
87.16666667,160.5833333,92,156.4705882,66.83333333,113,61.8,102.2,84.25,123.5,85.2,140.2,109.1666667,112.8333333,111.2,101.8,87.08333333,150.4166667,1
88.83333333,159.75,88.82352941,156.7058824,70,112.5,66.2,100.6,89,124,88.8,141.4,108,113.5,112,101.4,89,152.6666667,1
83.83333333,159.0833333,95.17647059,155.1176471,68.83333333,112.3333333,64.4,100.8,78.75,124.5,79.8,142.6,107.8333333,114.3333333,111.8,101.8,83.66666667,151.5833333,0
89.83333333,157.4166667,87.88235294,152.2941176,66.5,113.1666667,63.6,102,90.25,126.5,89.8,143.2,110.5,112.5,114.4,102.2,89.58333333,149.5,0
91,158.3333333,84.64705882,149.1764706,70.66666667,116.3333333,66.8,100.8,96.75,125.75,96.2,144,110.5,110.1666667,114.6,94.8,91.33333333,153.75,0
87.5,158.9166667,95.58823529,153.9411765,71.5,113.3333333,68.8,104.8,85,121,85.6,137.8,108.5,112.3333333,110.6,103.6,87,150.1666667,0
88.58333333,157.5833333,95.47058824,150.4117647,71.16666667,110.8333333,70.8,96.8,84.5,120.25,85.4,137.6,106.6666667,111.5,109.2,98.6,87.91666667,152,0
89,159.5,84.94117647,151.9411765,69.33333333,113,66.4,102.4,91.75,128.75,91,144.2,110.6666667,113.8333333,114.2,103.8,89.25,150.9166667,0
88.91666667,160.1666667,86.94117647,155.4705882,69.66666667,114.3333333,65.2,103.8,92.75,127.5,92.4,145.8,110.3333333,112.3333333,114.6,101.8,89.08333333,152,0
86,159.3333333,95.94117647,153.1764706,70.16666667,113.1666667,67.2,100.4,79,126.75,81,144.4,106.1666667,114.6666667,107.4,101.6,85.58333333,153.0833333,0
88.16666667,156.8333333,89.23529412,147.8823529,68.83333333,112.3333333,64.2,103,87,125.75,87.8,142.6,106.6666667,112.3333333,109.8,103,88.08333333,154,1
89.08333333,156.1666667,83.82352941,149.1764706,70.5,112.6666667,70,102.8,91.75,125,91.2,141.6,107.1666667,111.8333333,109.2,102.4,89.5,152.4166667,0
90.66666667,155.4166667,85.35294118,152.8235294,69.5,112.6666667,66.4,101,91.5,123.5,91,141.6,107.5,112.6666667,111.2,102.6,90.58333333,152.6666667,1
87.08333333,159,93.70588235,152.4705882,70,113,67.6,100.6,85.5,124.75,86,142.6,109,113.5,112.8,100.8,87.25,152.25,0
87.91666667,158.25,89.23529412,152.4705882,65.83333333,112.6666667,63,101,86,127.5,86.4,144.6,109,114.3333333,111,103,87.66666667,151.5,0
86.16666667,159.5,94.58823529,155.4705882,68.16666667,111.8333333,64.2,99.8,80.5,124,81.4,142.4,107.3333333,113.1666667,109.6,100.4,85.5,152.25,0
87.16666667,161.5,97.47058824,155.6470588,69.5,111,63.6,95.8,78.5,123,80.8,143.2,106.8333333,113.6666667,108.4,99.2,86.41666667,152.5,0
90.75,156.5,83.64705882,155.2352941,70.5,113.1666667,67.2,103.6,93.5,123.75,92.4,141.8,107.6666667,112.1666667,112.2,102.4,90.66666667,153.0833333,1
89.41666667,154.1666667,86.94117647,154.3529412,68.83333333,113.1666667,66,101.8,92,122.5,91.4,139,109.5,113.5,114.2,102.6,89.58333333,150.9166667,0
87.33333333,159.0833333,86.94117647,151.8823529,67.83333333,110,65.8,102.2,88.5,124.5,88,142.2,108.6666667,111.5,112,104,87.58333333,150.4166667,0
86.5,156.1666667,92.64705882,148.8235294,70.5,111.8333333,66,105.4,84.75,124.75,85.2,141.6,106.5,112.5,108.8,105.8,86.75,153.1666667,1
91.91666667,157.75,82.52941176,151.7647059,69,112,67.4,101.6,96.25,123.75,95.6,143,108.6666667,111.3333333,111.6,99.4,92.08333333,152.25,0
87.75,158.8333333,90.64705882,153.5882353,67.16666667,114.8333333,64.8,104.8,86,125,86.4,141.8,109.6666667,113.5,112,103.8,87.66666667,150.75,0
90.58333333,155.75,81.64705882,148.1176471,71.16666667,112.1666667,69.6,96.8,95,123,92.8,141.2,108,112,111.8,98,90.66666667,152.3333333,0
,,,,,,,,,,,,,,,,,,0
84.91666667,158.75,97.58823529,152.4117647,68.33333333,109.1666667,64.8,95.8,80.75,117.25,82.2,136.2,107.6666667,109,112.4,97,83.91666667,150.6666667,1
87.66666667,156.6666667,89.35294118,151.5294118,68.5,112.8333333,67.2,100.8,88,124.5,88.4,141.6,108.6666667,113,109.6,101,87.91666667,151.5,0
88.91666667,157.75,86.58823529,155.2941176,67.83333333,112.6666667,65.2,103.2,89.75,123.5,89.6,141.4,108.3333333,113.3333333,110.6,104.6,88.83333333,151.9166667,1
88.66666667,158.6666667,88.88235294,145.2941176,68.66666667,112.5,64.4,98.4,89,126.5,88.4,144,107.8333333,113.3333333,111.8,101.2,88.41666667,153.5833333,1
89.33333333,155.1666667,88.23529412,152.7647059,70.33333333,112,67.4,102.4,90.5,123.5,89.8,139.8,106.5,112.6666667,109.8,104.2,89.16666667,151.8333333,1
86.41666667,158,104.1764706,150.2941176,73.83333333,112.1666667,68.2,99.8,77.75,123,81,141.2,104.5,110.3333333,104.6,95,85.58333333,154.5833333,0
88,157,88.41176471,153.8235294,67.16666667,113,64,98.4,88,120.5,87.8,138.6,110.8333333,114.1666667,115.2,99.2,88.16666667,149.0833333,0
88.58333333,158.3333333,92.52941176,152.7647059,68.66666667,113.5,65.4,102,85.5,124.75,86.8,142.6,108,112.3333333,109,100.2,88.5,153.9166667,0
88.58333333,160.75,87.94117647,154.9411765,68.16666667,113.5,66.8,102.4,88.5,126.5,88.2,143.2,109.6666667,113.6666667,112.6,103,88.58333333,151.4166667,0
92.5,156.1666667,79.17647059,154.7647059,69.16666667,113.5,64.8,99.2,96.75,120.75,96,139.2,105.1666667,112,107.8,97.6,92.83333333,152.5,0
90.25,155.5,80,145.2941176,69.66666667,112.8333333,69.4,102,97,125.5,94.2,143.2,112.1666667,110.5,117.6,100,90.91666667,151.9166667,0
86.5,155.25,96,146.8823529,68,112.3333333,65,102,81.75,123.5,83.8,140.4,107.1666667,112.1666667,107.2,99.6,86.16666667,150.8333333,0
89.83333333,154.75,86.11764706,149.1764706,69.5,111.3333333,66.2,100.2,89.75,120.5,90.2,137.8,107.1666667,111.3333333,109.4,99.6,89.83333333,152.0833333,1
89.91666667,160,83.58823529,156.1764706,71.66666667,111.8333333,68.6,97.6,94.25,123,92.4,142.2,109.6666667,114.1666667,115,100,90,153.8333333,0
87.25,160.25,87,155.0588235,69,112.8333333,67.2,101,85.5,124.5,85.2,142.8,109,113.3333333,112.2,100.8,87.41666667,151.0833333,0
89.16666667,159.25,86.29411765,154.5294118,68.83333333,112.3333333,65,99.2,90.5,123,90,139.2,108.5,113,112.6,100.4,89.08333333,151.75,1
86.08333333,156.5833333,97.70588235,151.1764706,72.33333333,112.3333333,69.6,99.8,81.75,119,83.8,136.8,106.5,111.1666667,108.8,98.8,85.41666667,149.8333333,0
81.41666667,159.9166667,101.8235294,155.0588235,73.16666667,112.1666667,69.2,98.2,74.5,119,75,137.8,105.1666667,109.1666667,107.4,94.6,80.25,152.8333333,0
86.91666667,156.9166667,94.76470588,150.2941176,68.33333333,113.6666667,66,101.2,84,123.75,84.8,140.6,108.6666667,113.6666667,109.8,100.6,86.83333333,151.25,0
88.58333333,158.4166667,91.29411765,153.8823529,70.66666667,112,67,105.4,88.75,127.5,88.6,143.8,108.8333333,113.1666667,112.8,106,88.83333333,153.5,1
89.33333333,155.1666667,88.41176471,146.4705882,69.83333333,113.1666667,65.6,102,89.75,124.5,89.8,140.8,107.3333333,114.3333333,111,102,89.58333333,151.4166667,0
89.91666667,158.1666667,78.05882353,152,70.5,112.5,70,100.4,96,125,93.8,143.8,107.6666667,111.6666667,110.2,100.4,90.25,154.0833333,0
89.75,158.5833333,84.17647059,148.2352941,69.16666667,112,68,103.8,92.5,123.5,91.2,140.2,106.6666667,112.3333333,110,103.8,89.91666667,154.1666667,1
89,161.25,88.05882353,146.2941176,64.5,114.3333333,61.4,100.4,87.75,130.25,88,145.8,110.6666667,114.8333333,112.6,100.6,88.83333333,151.3333333,0
89.16666667,156.6666667,87.05882353,156.3529412,66.5,113.3333333,64,98.6,88.75,119.75,89,137,108.5,113.5,111.8,97.6,89.08333333,147.5833333,0
88.91666667,158.4166667,87.17647059,156.2352941,69,112.3333333,65.8,101.4,90,120,89.6,138.6,108,113,111.8,102.6,88.75,151.3333333,1
94.08333333,157.1666667,81.70588235,155.2941176,68.5,112.3333333,67.8,100.2,99.25,122.5,97,141,108.1666667,112.8333333,112.2,100.6,93.91666667,153.5833333,1
84.58333333,158.6666667,94.52941176,159.6470588,69.33333333,113.6666667,66.2,98,80.75,118,81.4,135.8,109.1666667,111.6666667,111.8,96.2,84.08333333,147.8333333,0
92.83333333,160,79.11764706,160.9411765,70.33333333,113.3333333,67.6,102.6,99,121.25,97.6,138.8,104.5,113.3333333,107.4,101.4,93.91666667,151.1666667,1
89.91666667,157.5,87.23529412,154.2352941,67.33333333,112.6666667,63,101.2,90.5,124.5,90.6,142.6,110.1666667,113.5,114,101.8,90.08333333,152,0
82.41666667,158.5833333,105,155.8235294,75.16666667,111.8333333,71.8,99.4,75.75,119.75,78.2,140.6,106.5,110.8333333,105.6,99.2,81.75,155,1
87.58333333,154.75,92.23529412,146.4117647,68.16666667,111.3333333,66,103.4,86,123.5,86.6,140.6,107.6666667,111.5,109,103.2,87.58333333,150.9166667,0
88.91666667,159.1666667,88.82352941,148.8235294,66.66666667,113.1666667,65.2,100,88,127.5,88,144.6,110.5,114.6666667,111.8,101.4,89.08333333,151.5,0
91.66666667,160,85.47058824,154.8823529,69.83333333,114.6666667,67,102.8,97,127,96,145.4,110.5,111.5,113.8,99.8,91.58333333,153.25,0
92.41666667,160,82.23529412,156.2352941,71,115.1666667,68.2,105.4,98.75,126,97.8,143.6,106.6666667,110.5,109,100.8,92.58333333,152.5,0
88.75,156,89,148.1176471,69.16666667,111.8333333,65.2,100.4,88.5,125,89,142.6,107.6666667,112.6666667,111,100.4,88.91666667,152.4166667,1
86.41666667,155.75,92.58823529,146.1176471,67.83333333,112,63.6,102.6,83.5,126,85.2,142.2,106.6666667,111.6666667,109.6,100.4,86.41666667,151.9166667,0
87.08333333,158,90.58823529,156,66.66666667,112.8333333,64.4,99.2,86.5,123.25,86.8,140.6,110.8333333,113.5,114,99,87.58333333,149.75,0
85.91666667,155.75,97.35294118,155.2941176,71.16666667,112.1666667,67.2,102.6,83.5,120.5,84.8,138.6,110,112.1666667,112,101.6,86.16666667,152.4166667,1
87.91666667,158.5,88.35294118,154.7058824,67.83333333,112.8333333,64.4,102.2,88.5,125.5,88,142.4,109,113.6666667,114,103.8,88.16666667,151,1
88.25,155.5833333,95.70588235,142.8823529,66.66666667,111,62.2,96.6,84,126.25,85.4,143.4,110,112.8333333,112.2,97.6,88.08333333,151.25,0
86.33333333,155.6666667,91.82352941,147.2941176,68,111.6666667,65.4,98.2,84,124,85.2,142.4,106.5,113,108,99.4,86.33333333,152.0833333,0
88.25,159.6666667,85.52941176,152.6470588,69.33333333,112.1666667,65.8,100.8,90.25,122.75,90,140.4,107.1666667,111.6666667,110,99.4,88.33333333,153.3333333,1
86.25,160.9166667,93.64705882,160.6470588,68.66666667,111.1666667,65.4,100,82.75,123.5,83.4,142,106.5,113.8333333,111.2,103.6,86.25,153.5,1
86.33333333,157.4166667,92.41176471,153.1176471,69.16666667,112.8333333,65.4,102.2,85,124.75,85,142.6,107.3333333,113.6666667,109.6,102.8,86.25,155.1666667,1
88.25,157.25,90.41176471,144.2941176,70,112.1666667,67.4,102.8,87.75,126,88,143.6,107.1666667,112,108.8,102.4,88.25,153.9166667,1
87.75,155.25,94.35294118,148.7058824,69.33333333,110.5,66.8,102.6,84.25,126.5,84.8,144.6,107,113.3333333,108.8,104,87.66666667,153.25,0
86.66666667,154.9166667,95.52941176,153.2352941,70.66666667,113.1666667,68.2,101.2,84,120.75,84.6,139,108.1666667,113.1666667,111.8,101.6,86.5,150.5833333,0
88.25,152.9166667,90.35294118,154.7647059,71.5,114.6666667,68.6,102.8,87.75,122.75,88,139.6,107.5,113.8333333,110,101.8,88.16666667,150.25,1
84.16666667,154.5,96.11764706,152.7058824,69.5,114.3333333,66.2,99.8,80.5,118,82.6,136.6,108.1666667,109.5,109,95,83.25,150,0
89.5,160.8333333,87.35294118,153,68.5,112.6666667,66.2,102,91,125.5,90,142.8,109.1666667,113.3333333,113.6,103,89.5,151,0
92.08333333,158.6666667,82.47058824,158.2352941,68.66666667,113.5,65.4,100.4,95.5,120.5,94.8,137,106.8333333,114.1666667,109.4,100.8,92.25,149.0833333,0
86.33333333,160,91,156,67.83333333,112.6666667,65,104,84.5,128.25,84.8,146,108.8333333,114.1666667,111.8,105,86.5,153.5833333,0
87.25,155.5,87.70588235,152.2352941,70.66666667,113.3333333,68.8,103.8,88.25,124,87.8,141,107.1666667,112.8333333,110.2,102.6,87.41666667,152.5833333,0
88.41666667,162.1666667,89.47058824,160.8235294,68.5,112.5,65.8,101.6,88,118.75,88,135.8,107.6666667,112,111,101.4,88.58333333,147.0833333,0
89.16666667,155.5,85.94117647,152.3529412,66.33333333,113.1666667,64,99.8,89,120.5,89.4,138,108.8333333,113.3333333,111,99.6,89.16666667,150.5833333,0
87.91666667,160.5833333,90.17647059,153.8235294,67.5,113,63.2,102.2,87,126,87,143.8,109.5,113,113,101.4,87.66666667,152.25,0
85.16666667,160.5,97.58823529,154.8823529,69.5,113.3333333,65.4,98.4,77.75,127,79.8,145,105.1666667,115.6666667,108,100.8,84.66666667,153.0833333,0
84.91666667,158.4166667,99.64705882,151.8235294,69.83333333,112.3333333,65.4,100.4,78.75,121.5,80.8,139.6,105.1666667,110.8333333,104.8,98.6,84.25,151.8333333,0
93.08333333,160.5,83.94117647,154.8235294,71,113.6666667,69.2,101.8,98.25,126,97.4,144,108.6666667,111,112.8,99.6,93,151.5,0
88.66666667,158.1666667,88.41176471,156.8235294,69.66666667,112.8333333,66.8,101.4,89.25,121.5,89.2,138.4,108.1666667,112.8333333,110.2,101,88.91666667,149.9166667,0
89.41666667,153.5,88.23529412,152.5882353,69.33333333,112.5,65.6,102.2,89,119,89.4,135.8,107.1666667,112.8333333,111,102.8,89.33333333,150.75,1
89,159.3333333,101.8823529,157.6470588,72.33333333,114.5,70.4,103.4,81.25,119.25,84.6,139.6,105.5,110.3333333,105.2,99.8,87.91666667,152.6666667,1
85.91666667,158.9166667,101.2941176,151.8235294,70.83333333,109.6666667,67.8,101.6,77,126.5,79.4,144.6,104,114.5,105.2,106,85.91666667,155.0833333,1
90.08333333,156.3333333,84.17647059,154.1176471,68.66666667,108.6666667,66,99.4,93,123,91.8,142,107,111.5,112.4,104.6,90.33333333,153.5833333,1
86.66666667,159.8333333,93.35294118,154.8823529,68.66666667,113.1666667,65.2,102.4,80,126,82,144.2,106.1666667,114.5,108,103.2,86.66666667,152.5,0
87.5,156.1666667,88.47058824,147.2352941,71,112.3333333,67.6,105.4,88,125.25,88.4,141.6,107.3333333,112,109.2,102.4,87.91666667,152.8333333,0
88,156,87.52941176,152.4117647,69,112.3333333,66.4,101.6,89,123.25,88.8,141.4,107.8333333,112.8333333,110.8,102.8,88.08333333,152.3333333,0
89.83333333,160.1666667,88.70588235,152.2352941,68.66666667,113.5,65.8,98.2,89.5,124.5,89.8,141.8,108.8333333,113.3333333,111.6,97.8,89.91666667,151.25,0
85.25,155.8333333,96.82352941,150.4705882,69.33333333,113.3333333,65,93.4,82.25,115.5,84.2,133.6,107.1666667,110.3333333,108.8,90,85,149,0
91.83333333,155.4166667,83,156.0588235,70.5,111.5,68,97.8,95.5,118.25,94.2,136.8,107.3333333,112.3333333,111.2,99.6,92,152,1
90.58333333,157.5833333,87.11764706,155.2352941,69.16666667,112.6666667,65.8,104.4,92,123.25,91.8,140.2,110.1666667,112.6666667,114.4,104.4,90.41666667,150.5,1
91.5,152.3333333,85.17647059,159.5294118,67.33333333,112.3333333,65.2,100.6,92.5,117,92.2,135.8,107.8333333,114,111.4,102.6,91.75,148.6666667,1
89.58333333,158.8333333,88.11764706,157,67.83333333,114.1666667,64.6,103.4,90,123,90,139.4,108.5,113,112,100.8,89.41666667,150.4166667,0
87.41666667,156.8333333,90.82352941,152.2941176,69.83333333,112.6666667,67.4,101.8,87,127,87.2,144.4,109.3333333,112.8333333,112.8,102.6,87.75,154,0
90.66666667,157.0833333,88.05882353,157.2941176,68.83333333,113.5,66,98.8,92.5,119.75,92,138.8,109.1666667,113.8333333,111.4,99,90.66666667,148.8333333,0
82,162.6666667,104.2941176,163.7058824,73,110.1666667,68.2,97.2,72.25,122,74.2,142.4,103.3333333,111.5,105.8,96.8,81.5,154.6666667,1
88.75,156,89.29411765,147.4705882,70.5,111.8333333,66.6,100.6,88,123,88.6,140.2,106.5,112.3333333,109.8,101.2,88.58333333,152.3333333,0
87.83333333,159.1666667,86.41176471,155.7058824,67,112.5,64.2,101.8,88,124,88.2,142,109.3333333,112.5,112.6,102.4,88,152,0
89,157.6666667,91.58823529,154.1764706,67,112.3333333,65.4,101.2,85.5,123.25,86.8,140.8,107.5,112.3333333,108.6,100.4,88.83333333,154.1666667,1
92.33333333,157.25,78.64705882,158.2941176,69.83333333,113.8333333,66.2,99.8,93.5,117.5,93.4,135,100.8333333,112.8333333,102.8,98.6,92.41666667,149.25,0
83.58333333,160,96.41176471,157.5294118,70,111.6666667,65.8,98,76.25,122.5,77.8,141,105,113,106,96.8,82.75,151.6666667,0
86.41666667,156.5,92.11764706,154.7647059,68.66666667,114.3333333,66.2,101.8,85,122,85.6,137.8,108,113.8333333,110.2,101.6,86.58333333,148.8333333,0
91.41666667,157.25,78,151.5294118,69.83333333,112.8333333,69.2,103,95.75,125.5,94.2,143.4,106.1666667,111,109.2,101.6,91.41666667,154.8333333,1
87.83333333,160.8333333,91.29411765,155.3529412,67.33333333,112,63.8,99.2,85.5,125.5,85.6,143.2,108,114.3333333,110.6,100.6,88.08333333,151.0833333,0
88.91666667,155.75,89.29411765,148.5882353,68.66666667,113.3333333,65.6,101.6,88.5,122.5,88.6,139.8,108.6666667,113.3333333,111.4,101.6,88.75,151.3333333,0
88.83333333,155.1666667,88.52941176,153.3529412,67.33333333,114.1666667,65.2,101.8,88.25,125,88.2,142.6,110,113.5,111.4,100.8,88.41666667,151,0
88.66666667,158.9166667,86.70588235,154,69.33333333,113.8333333,66.2,102.8,89.5,126,89.6,142.6,107.1666667,114,111,104.4,88.75,152,1
91.33333333,158.25,78.11764706,149.6470588,69.33333333,112.8333333,69,103.8,95,125.5,93.8,143.4,105.5,109.6666667,108,101.6,91.08333333,153.9166667,1
88.91666667,157.25,86.58823529,146.2941176,70.5,112.1666667,69.4,104.4,91,127.5,90,144,108.6666667,114.1666667,111.4,106.4,88.75,153.0833333,0
89.25,157.25,87.70588235,147.5294118,68,111.6666667,66.2,101,89.5,126.5,89.6,143.8,108.8333333,112.6666667,111.4,102.2,89.25,152.5,0
88.33333333,155.25,90.94117647,153.1764706,70.83333333,111.3333333,67.6,98.4,88,121.75,87.6,139.8,107,112.6666667,112.4,101.2,88.16666667,151.8333333,1
87.25,155.6666667,87.64705882,152.3529412,69.66666667,113,65,102.2,87.75,122.75,87.4,139.8,108.3333333,112,113.8,101.2,87.41666667,152.5,1
86.58333333,157.75,101.6470588,149.5294118,72.66666667,110.3333333,69,103,81,124.5,83.4,141,104.1666667,112.3333333,105,104.6,86.16666667,153.6666667,1
89,155.0833333,88.94117647,157.2941176,69.5,113.1666667,64.6,97.8,88.25,117.5,88.2,135,108.8333333,113.3333333,113.8,98,89,148.0833333,0
88.33333333,157.75,87.88235294,149.7058824,69.5,113.3333333,68.4,103.4,88.25,126.5,88,143.4,108.3333333,111.6666667,110.2,101.6,88.16666667,153.8333333,0
88.75,156.6666667,87.88235294,156.6470588,69.83333333,112.3333333,67.2,103.4,89.75,119.5,89,136.8,107.5,112.8333333,111.2,103.8,88.66666667,151.0833333,1
88.75,159.75,89.23529412,159.8823529,67.66666667,114.1666667,62.2,104.8,88.25,122.5,89,139.4,108.5,114,112.6,103.6,88.83333333,149.5,1
88.16666667,158.25,88.29411765,154.9411765,67.83333333,113.6666667,64.4,102.6,88,125.75,88,142.6,108.8333333,114.5,112.8,103.4,88.16666667,152,0
87.83333333,156.5,90.23529412,148,71.83333333,111.8333333,70,103.2,88,124,88.4,141.4,106.6666667,111,108.2,101.2,88.16666667,152.6666667,0
90,155.9166667,84.11764706,152.1176471,71.66666667,111.1666667,71.4,105,93,123.75,91.8,140.4,106.8333333,112.3333333,109.8,107.2,89.83333333,153.8333333,1
89.75,155.5,85.82352941,148.7647059,70.83333333,111.5,69.8,96.8,91,120,90.6,137.2,107.8333333,112.5,111.2,97.8,90,149.6666667,0
86.91666667,157.3333333,95.23529412,151.8235294,68.33333333,112.3333333,65.2,100.6,83.25,124,84.8,142,107.3333333,112.3333333,108.6,99.6,86.75,152.8333333,0
88.08333333,155.9166667,88.11764706,149.5882353,69.66666667,112.5,65.6,101,87.75,124,87.8,141,107.8333333,112.8333333,112,100.8,88,152.8333333,1
87.41666667,159.3333333,87.29411765,156.3529412,70.16666667,113.6666667,67.2,102.4,88.25,124.5,88,141,108.3333333,113.1666667,111.6,101.6,87.5,151.5833333,0
84.83333333,155.6666667,101.0588235,151.2352941,72.83333333,113.6666667,69.2,99,78.75,120.75,81.2,138.2,107.3333333,110,107.6,94.4,84.16666667,151.5,0
89.66666667,155.1666667,85.23529412,152.5882353,69.66666667,112.8333333,68.6,100,92.25,121.25,91.4,138.4,107.3333333,112.8333333,109,99.4,89.58333333,150.5833333,0
87.5,160.1666667,91.64705882,153.4705882,67.33333333,113,63,103.4,84.5,126.25,85.4,143.4,108.6666667,113.8333333,111.2,104,87.58333333,151.6666667,0
88.83333333,159,90.52941176,154,68.83333333,112.3333333,64.2,102,88.75,124.75,88.8,141.6,108.5,112.8333333,111.8,103.2,88.66666667,151.1666667,1
,,,,,,,,,,,,,,,,,,1
89.41666667,157.25,87.52941176,147.0588235,69.66666667,112.6666667,68,104.4,90,129,89.8,144.6,107.6666667,113.5,110,105.4,89.33333333,153.0833333,0
86.08333333,156.8333333,94.11764706,147.1764706,69.16666667,111.1666667,64.8,98.2,83.5,125.5,84.4,144,107,112.5,110.2,98,85.91666667,153.8333333,1
84.91666667,162,99.23529412,155.4117647,72.33333333,111.8333333,70.2,98.6,80.25,119,81.8,137,106.8333333,111.6666667,108.6,97.6,84.25,151.3333333,0
87.08333333,155.8333333,93.05882353,154.0588235,67.83333333,113,61.2,101.2,82.75,123,83.8,140.4,108,112.6666667,113,100.4,86.58333333,150.75,1
86.91666667,157.1666667,92.05882353,150.4117647,67.66666667,113.3333333,63.8,102.4,84.75,122.75,85.8,140,107.5,113.3333333,108.4,102,86.91666667,152.9166667,0
85.41666667,156.25,95.35294118,150.8823529,69.83333333,112.1666667,67.2,100.2,82.5,121.75,84,140,107,112,107.4,99,85.5,152.25,0
90.83333333,154.4166667,83.70588235,153.2352941,68.83333333,112.5,66.2,99.8,92.5,120.5,91.8,137.6,107.8333333,113.6666667,111.6,101.2,90.91666667,150.75,0
86,155.8333333,95.41176471,151.1764706,69.33333333,112.8333333,66.6,100,82.25,119.5,84.2,137.6,106.5,110.6666667,107.6,96,85.33333333,150.3333333,0
86.83333333,153.9166667,93.70588235,153.6470588,70.66666667,113.3333333,67.8,102.6,83.75,118.5,85.4,137.6,107.1666667,112,109,101,86.66666667,150.1666667,1
89.91666667,157.6666667,86.35294118,153.1764706,68.5,113.8333333,64.4,101.6,91.75,124,91.4,140.8,109.3333333,112.5,114.6,101.2,89.66666667,151.0833333,0
